ZoneName,OrgName,OrgType,Sex,Age,MarStatus,EduLevele,Fieldcat,Expiriance,Possition,AvilStatistician,ResearchPractice,statisticalprocedures,DataHandling,WayDatAnalysis,AsField,InstStatician,Attention,SuportResearch,Encourage,workposition,understood,DegreeLevel,NeededPlan,Access,Apply,TrianingNeed,Agecat,Expcat,Awareness
Silte Zone,Turizm,Government,Male,30,Married,BSc Degree,Natural and computational sciences,10,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Silte Zone,Turizm,Government,Male,32,Married,BSc Degree,Social and humanity,12,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,15-Nov,Yes
Silte Zone,Turizm,Government,Female,25,Married,BSc Degree,Social and humanity,3,profetional worker,No,Sometimes,No,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Silte Zone,Turizm,Government,Male,30,Married,BSc Degree,Natural and computational sciences,10,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Silte Zone,Turizm,Government,Male,32,Married,BSc Degree,Social and humanity,12,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,15-Nov,Yes
Silte Zone,Turizm,Government,Female,25,Married,BSc Degree,Social and humanity,3,profetional worker,No,Sometimes,No,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Silte Zone,Turizm,Government,Male,30,Married,BSc Degree,Natural and computational sciences,10,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,No
Silte Zone,Turizm,Government,Male,32,Married,BSc Degree,Social and humanity,12,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,15-Nov,Yes
Silte Zone,Turizm,Government,Female,25,Married,BSc Degree,Social and humanity,3,profetional worker,No,Sometimes,No,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,36,Married,BSc Degree,Agriculture and natural resource,5,Possion holder,No,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,Yes,No,No,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,36,Married,BSc Degree,Social and humanity,4,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gurage Zone,Factories,Non-government,Male,29,Married,BSc Degree,Business and economics,3,Possion holder,No,Usually,No,prepared by profetionals,other,Yes,Yes,Disagree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Factories,Non-government,Male,28,Single,BSc Degree,Business and economics,1,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,No,Yes,some level agree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,34,Married,BSc Degree,Business and economics,5,profetional worker,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,52,Married,BSc Degree,Social and humanity,5,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Female,30,Single,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,other,on the interest of hiegher body,No,Yes,Disagree,No,Yes,No,Yes,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,36,Married,BSc Degree,Social and humanity,4,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gurage Zone,Factories,Non-government,Male,29,Married,BSc Degree,Business and economics,3,Possion holder,No,Usually,No,prepared by profetionals,other,Yes,Yes,Disagree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,Factories,Non-government,Male,28,Single,BSc Degree,Business and economics,1,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,No,Yes,some level agree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,34,Married,BSc Degree,Business and economics,5,profetional worker,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Male,52,Married,BSc Degree,Social and humanity,5,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gurage Zone,Factories,Non-government,Female,30,Single,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,other,on the interest of hiegher body,No,Yes,Disagree,No,Yes,No,Yes,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Female,26,Single,BSc Degree,Social and humanity,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,30,Single,MSc Degree,Business and economics,10,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Gedeo Zone,Females and Chiled,Government,Male,27,Single,MSc Degree,Business and economics,3,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Female,25,Married,BSc Degree,Social and humanity,2,profetional worker,No,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,36,Single,BSc Degree,Behavioral science,4,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,28,Married,BSc Degree,Business and economics,1,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,34,Married,BSc Degree,Business and economics,2,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Females and Chiled,Government,Female,38,Married,MSc Degree,Business and economics,12,profetional worker,No,Never,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,31-40,15-Nov,Yes
Gedeo Zone,Females and Chiled,Government,Male,30,Single,BSc Degree,Social and humanity,8,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Gedeo Zone,Females and Chiled,Government,Female,26,Single,BSc Degree,Social and humanity,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,27,Single,MSc Degree,Business and economics,3,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,36,Single,BSc Degree,Behavioral science,4,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Females and Chiled,Government,Male,34,Married,BSc Degree,Business and economics,2,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Public service,Government,Male,37,Married,MSc Degree,Social and humanity,1,Possion holder,No,Usually,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Public service,Government,Male,36,Married,BSc Degree,Behavioral science,2,profetional worker,Yes,Sometimes,No,prepared by profetionals,using comittes,No,No,some level agree,No,No,No,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Public service,Government,Male,26,Single,BSc Degree,Business and economics,1,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Public service,Government,Female,36,Married,BSc Degree,Behavioral science,1,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Public service,Government,Female,25,Single,BSc Degree,Social and humanity,2,profetional worker,Yes,Never,Yes,prepared by profetionals,using comittes,No,Yes,Disagree,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Public service,Government,Male,28,Married,BSc Degree,Social and humanity,8,profetional worker,Yes,Never,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,No,20-30,10-Jun,No
Gedeo Zone,Public service,Government,Female,29,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Public service,Government,Female,42,Married,BSc Degree,Business and economics,20,profetional worker,Yes,Sometimes,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Gedeo Zone,Public service,Government,Female,32,Married,BSc Degree,Social and humanity,2,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Public service,Government,Female,40,Married,BSc Degree,Business and economics,15,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Public service,Government,Female,45,Single,BSc Degree,Business and economics,6,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,More than or equal to 41,10-Jun,No
Gedeo Zone,Public service,Government,Female,38,Divorced,BSc Degree,Business and economics,5,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Public service,Government,Male,31,Married,MSc Degree,Business and economics,4,Possion holder,Yes,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Health,Government,Male,38,Married,BSc Degree,Health science,10,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gedeo Zone,Health,Government,Male,48,Single,MSc Degree,Health science,11,profetional worker,No,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,15-Nov,Yes
Gedeo Zone,Health,Government,Female,33,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Health,Government,Male,36,Married,BSc Degree,Business and economics,8,profetional worker,Yes,Never,Yes,prepared by profetionals,other,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gedeo Zone,Health,Government,Male,41,Married,MSc Degree,Behavioral science,10,Possion holder,No,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gedeo Zone,Health,Government,Male,38,Married,MSc Degree,Health science,4,profetional worker,No,Never,Yes,prepared by profetionals,other,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Health,Government,Male,59,Married,BSc Degree,Health science,38,profetional worker,Yes,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gedeo Zone,Health,Government,Female,36,Married,BSc Degree,Health science,5,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Health,Government,Male,26,Married,BSc Degree,Health science,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Health,Government,Male,42,Married,BSc Degree,Health science,20,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gedeo Zone,Health,Government,Male,32,Married,BSc Degree,Health science,9,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,No
Gedeo Zone,Health,Government,Male,29,Married,MSc Degree,Health science,1,profetional worker,No,Sometimes,No,when  asked by the hiegher body,other,Yes,No,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gedeo Zone,Health,Government,Male,32,Married,BSc Degree,Health science,10,profetional worker,Yes,Usually,No,prepared by profetionals,on the interest of hiegher body,No,No,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gedeo Zone,Health,Government,Male,38,Married,BSc Degree,Health science,10,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gedeo Zone,Health,Government,Female,33,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Health,Government,Male,41,Married,MSc Degree,Behavioral science,10,Possion holder,No,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gedeo Zone,Health,Government,Male,59,Married,BSc Degree,Health science,38,profetional worker,Yes,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gedeo Zone,Health,Government,Female,36,Married,BSc Degree,Health science,5,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Animal,Government,Male,35,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,No,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Animal,Government,Male,47,Married,BSc Degree,Agriculture and natural resource,10,profetional worker,No,Usually,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gedeo Zone,Animal,Government,Female,32,Married,BSc Degree,Business and economics,1,profetional worker,No,Usually,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31-40,less than or equal to 5,Yes
Gedeo Zone,Animal,Government,Male,34,Married,BSc Degree,Agriculture and natural resource,13,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,other,Yes,Yes,Disagree,No,Yes,Yes,No,No,Yes,No,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Animal,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,2,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,Yes,Yes,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Animal,Government,Male,34,Married,BSc Degree,Agriculture and natural resource,12,profetional worker,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31-40,15-Nov,Yes
Gedeo Zone,Animal,Government,Male,22,Married,BSc Degree,Agriculture and natural resource,5,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Animal,Government,Male,35,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,No,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Animal,Government,Male,47,Married,BSc Degree,Agriculture and natural resource,10,profetional worker,No,Usually,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gedeo Zone,Animal,Government,Female,32,Married,BSc Degree,Business and economics,1,profetional worker,No,Usually,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31-40,less than or equal to 5,Yes
Gedeo Zone,Animal,Government,Male,34,Married,BSc Degree,Agriculture and natural resource,13,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,other,Yes,Yes,Disagree,No,Yes,Yes,No,No,Yes,No,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Animal,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,2,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,Yes,Yes,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Animal,Government,Male,34,Married,BSc Degree,Agriculture and natural resource,12,profetional worker,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31-40,15-Nov,Yes
Gedeo Zone,Agriculture,Government,Female,40,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Sometimes,No,other,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Agriculture,Government,Male,27,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Agriculture,Government,Female,34,Married,BSc Degree,Business and economics,3,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Agriculture,Government,Female,56,Married,BSc Degree,Agriculture and natural resource,30,profetional worker,Yes,Never,No,prepared by profetionals,using comittes,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Gedeo Zone,Agriculture,Government,Male,32,Married,BSc Degree,Agriculture and natural resource,13,profetional worker,Yes,Sometimes,Yes,other,other,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Agriculture,Government,Female,40,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Sometimes,No,other,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Agriculture,Government,Male,27,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Agriculture,Government,Female,34,Married,BSc Degree,Business and economics,3,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Agriculture,Government,Female,56,Married,BSc Degree,Agriculture and natural resource,30,profetional worker,Yes,Never,No,prepared by profetionals,using comittes,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Gedeo Zone,Agriculture,Government,Male,32,Married,BSc Degree,Agriculture and natural resource,13,profetional worker,Yes,Sometimes,Yes,other,other,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,Agriculture,Government,Female,40,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Sometimes,No,other,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,Agriculture,Government,Male,27,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,Agriculture,Government,Female,34,Married,BSc Degree,Business and economics,3,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gedeo Zone,Agriculture,Government,Female,56,Married,BSc Degree,Agriculture and natural resource,30,profetional worker,Yes,Never,No,prepared by profetionals,using comittes,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Gedeo Zone,Agriculture,Government,Male,32,Married,BSc Degree,Agriculture and natural resource,13,profetional worker,Yes,Sometimes,Yes,other,other,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,15-Nov,No
Gedeo Zone,interprize,Government,Male,29,Married,BSc Degree,Business and economics,7,profetional worker,No,Usually,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,20-30,10-Jun,No
Gedeo Zone,interprize,Government,Female,29,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,interprize,Government,Male,45,Married,MSc Degree,Agriculture and natural resource,18,profetional worker,No,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gedeo Zone,interprize,Government,Male,46,Married,MSc Degree,Social and humanity,4,Possion holder,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Gedeo Zone,interprize,Government,Male,51,Married,BSc Degree,Social and humanity,6,profetional worker,Yes,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gedeo Zone,interprize,Government,Male,38,Married,BSc Degree,Business and economics,6,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,Yes
Gedeo Zone,interprize,Government,Male,29,Single,BSc Degree,Engineering technology,5,profetional worker,Yes,Always,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gedeo Zone,interprize,Government,Male,33,Married,BSc Degree,Business and economics,5,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gedeo Zone,interprize,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,8,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gedeo Zone,interprize,Government,Female,40,Married,BSc Degree,Social and humanity,8,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
